Smiles,pIC50_calc,Molecule ChEMBL ID,Molecule Name,MW,LogP,HBD,HBA,QED
CC(C)[C@H](C)n1cc(-c2cc(C3CCOCC3)n(C)n2)c2[nH]nc(N)c2c1=O,7.920818753952375,CHEMBL3764277,,384.4840000000001,2.8183,2.0,7.0,0.7197517126901677
CC(C)[C@H](C)n1cc(-c2cc(N3CCOCC3)n(C)n2)c2[nH]nc(N)c2c1=O,7.853871964321762,CHEMBL3763213,,385.4720000000001,1.7608999999999997,2.0,8.0,0.708657806535255
CC(C)[C@H](C)n1cc(-c2cc(N3CCS(=O)(=O)CC3)n(C)n2)c2[nH]nc(N)c2c1=O,7.886056647693163,CHEMBL3765517,,433.5380000000002,1.1591000000000002,2.0,9.0,0.6308210545379757
CC(C)[C@H](C)n1cc(-c2ccc(N3CCOCC3)cn2)c2[nH]nc(N)c2c1=O,8.154901959985743,CHEMBL3763991,,382.4680000000001,2.4224,2.0,7.0,0.7184449867633441
CC(C)[C@H](C)n1cc(-c2ccn(C)n2)c2[nH]nc(N)c2c1=O,7.154901959985743,CHEMBL3764030,,300.3660000000001,1.9243,2.0,6.0,0.7723195559724867
CC(C)[C@H](CO)NC(=O)c1cnn2ccc(N3CCCC3c3cncc(F)c3)nc12,6.0,CHEMBL3675996,,412.46900000000016,2.3516000000000004,2.0,7.0,0.6453555602192935
CC(C)[C@H](Nc1nc2cc[nH]c(=O)c2c2cc(F)ccc12)C(F)(F)F,7.259637310505756,CHEMBL1289216,,353.319,4.214200000000003,2.0,3.0,0.5476670518838085
CC(C)[C@H](Nc1nc2ccncc2c2c(=O)[nH]ccc12)C(F)(F)F,7.384775539310863,CHEMBL3126351,,336.317,3.4701000000000013,2.0,4.0,0.7186453458014804
CC(C)[C@H](O)C(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1,7.102372908709558,CHEMBL3957574,,443.4830000000002,1.5079799999999988,3.0,8.0,0.5488635772505821
CC(C)c1cc(-c2cccn3nc(Nc4ccc(C(=O)O)cc4)nc23)ccn1,6.421360790031928,CHEMBL2414539,,373.41600000000005,4.356500000000002,2.0,6.0,0.5400168707232976
CC(C)c1ccc(-c2nc3cc(C(N)=O)ccc3n2CCN)cc1,5.229147988357856,CHEMBL3622832,,322.4120000000001,2.8843000000000005,2.0,4.0,0.7569267240897405
CC(C)c1ccc(CN2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)CC2)cc1,5.9775716288145135,CHEMBL3903806,,456.59400000000016,4.753980000000004,2.0,6.0,0.5092767977585719
CC(C)c1ccc(Cl)cc1-c1[nH]c(-c2ccnc(N)n2)cc1C(N)=O,6.823908740944319,CHEMBL3330131,,355.8290000000001,3.5966000000000005,3.0,4.0,0.6634540780569074
CC(C)c1ccc(NC(=O)N2CC(CC#N)(n3cc(C(N)=O)c(Nc4ccccc4)n3)C2)cc1,7.096910013008056,CHEMBL4108781,,457.5380000000001,4.005680000000002,3.0,6.0,0.4936960764999244
CC(C)c1cccc(-c2cccc3nc(Nc4ccnc(CO)c4)nn23)c1,6.931814138253839,CHEMBL2414549,,359.4330000000001,4.150600000000003,2.0,6.0,0.5597687684012791
CC(C)c1ccccc1NC(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,6.368556230986828,CHEMBL4113178,,457.5380000000001,4.005680000000002,3.0,6.0,0.4936960764999244
CC(C)n1cc(-c2cccn3nc(Nc4ccc(C(=O)O)cc4)nc23)cn1,6.82102305270683,CHEMBL2414542,,362.3930000000001,3.615500000000001,2.0,7.0,0.5627349192780763
CC(C)n1cc(-c2nc(Nc3ccc4c(c3)CCN(C(=O)CO)C4)ncc2F)cn1,6.241088107602026,CHEMBL4740411,,410.45300000000015,2.6807000000000007,2.0,7.0,0.6714519085560229
CC(C)n1cc(-c2nc(Nc3ccc4c(c3)CCN(CCCCCO)C4)ncc2F)cn1,6.308034897232639,CHEMBL4745529,,438.5510000000003,4.324400000000003,2.0,7.0,0.4844755899884082
CC(C)n1cc(-c2nc(Nc3ccc4c(c3)CCN(CCCCO)C4)ncc2F)cn1,6.218963061378868,CHEMBL4745971,,424.5240000000002,3.934300000000003,2.0,7.0,0.5335750242848538
CC(C)n1cc(-c2nc(Nc3ccc4c(c3)CCN(CCCO)C4)ncc2F)cn1,6.507239610973162,CHEMBL4753147,,410.4970000000002,3.544200000000002,2.0,7.0,0.6202676702741803
CC(C)n1cc(-c2nc(Nc3ccc4c(c3)CCN(CCO)C4)ncc2F)cn1,6.186419011431808,CHEMBL4778749,,396.47000000000014,3.154100000000001,2.0,7.0,0.6664163448075635
CC(C)n1cnc(Nc2nc(N3CCN(C(=O)Cc4ccccc4)CC3)nn3cccc23)c1,6.958607314841775,CHEMBL1682364,,444.5430000000001,3.1416000000000013,1.0,8.0,0.4919628183919017
CC(CF)(CF)C(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1,7.318758762624412,CHEMBL3907611,,463.46400000000017,2.4363800000000007,2.0,7.0,0.578600909878658
CC(CO)(CO)NC(=O)c1cnn2ccc(N3CCC[C@@H]3c3cc(F)ccc3F)nc12,6.0,CHEMBL3675936,,431.4430000000002,1.8221,3.0,7.0,0.5503396558641421
CC(CO)OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1,8.096910013008056,CHEMBL3958861,,444.46700000000016,2.08688,3.0,8.0,0.5923704669134171
CC(Cl)C(=O)Nc1cccc(-c2cnc3ccccc3n2)c1,4.301029995663981,CHEMBL3645550,,311.77200000000005,3.862600000000002,1.0,3.0,0.747180035190692
CC(F)(F)C(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1,8.698970004336019,CHEMBL3920186,,435.41000000000014,2.14628,2.0,7.0,0.6689632246959261
CC(F)(F)C(=O)N1CC[C@@](CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)nc3)n2)[C@@H](F)C1,10.0,CHEMBL3972665,,453.4000000000001,2.0942800000000004,2.0,7.0,0.5089687677427146
CC(F)(F)C(=O)N1CC[C@@](CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)nc3)n2)[C@H](F)C1,7.173925197299173,CHEMBL4114903,,453.4000000000001,2.0942800000000004,2.0,7.0,0.5089687677427146
CC(F)(F)C(=O)N1CC[C@](CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)nc3)n2)[C@@H](F)C1,7.886056647693163,CHEMBL3898012,,453.4000000000001,2.0942800000000004,2.0,7.0,0.5089687677427146
CC(F)(F)C(=O)N1CC[C@](CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)nc3)n2)[C@H](F)C1,8.301029995663981,CHEMBL4108087,,453.4000000000001,2.0942800000000004,2.0,7.0,0.5089687677427146
CC(NC(=O)c1c[nH]c2ncc(C3CC3)nc12)C1CC1,7.649751981665837,CHEMBL2325900,,270.336,2.3636,2.0,3.0,0.8956003825364927
CC(NC(=O)c1c[nH]c2ncc(Oc3ccccc3)nc12)C1CC1,7.154901959985743,CHEMBL2376337,,322.3680000000001,3.278500000000002,2.0,4.0,0.7552541125030827
CC(NC(=O)c1cnn2ccc(N3C(CO)CCC3c3cncc(F)c3)nc12)C(F)(F)F,6.0,CHEMBL3676078,,452.412,2.6464000000000008,2.0,7.0,0.5783040735843555
CC(NC(=O)c1cnn2ccc(N3C(c4cncc(F)c4)CCC3(C)CO)nc12)C(F)(F)F,6.0,CHEMBL3676085,,466.43900000000025,3.036500000000001,2.0,7.0,0.5616297025759626
CC(NC(=O)c1cnn2ccc(N3CC(O)CC3c3cccc(F)c3)nc12)C(F)(F)F,6.173925197299173,CHEMBL3676081,,437.3970000000001,2.861300000000001,2.0,6.0,0.6137914061458949
CC(NC(=O)c1cnn2ccc(N3CCCC3c3cncc(F)c3)nc12)C1CC1,6.0,CHEMBL3675987,,394.4540000000001,3.133200000000002,1.0,6.0,0.7196037837416054
CC(NC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1)c1ccc(F)c(F)c1,7.958607314841775,CHEMBL3957990,,410.4720000000002,4.508400000000004,2.0,5.0,0.507931226599677
CC(Nc1cnnc(-c2c[nH]c3ncc(C#N)cc23)n1)C(=O)NCC(C)(C)C,8.0,CHEMBL5278860,,378.44000000000017,2.2492800000000006,3.0,7.0,0.6200001626968269
CC(Nc1cnnc(-c2c[nH]c3ncc(C(N)=O)cc23)n1)C(=O)NCC(C)(C)C,8.0,CHEMBL5291189,,396.4550000000002,1.4764999999999993,4.0,7.0,0.4922491121227436
CC(Nc1nc(Nc2cn(C)cn2)c2[nH]ccc2n1)c1ncc(F)cn1,8.522878745280337,CHEMBL3116055,,353.36500000000007,2.5372000000000003,3.0,8.0,0.5056540380968572
CC(Nc1nc(Nc2cn(C)cn2)c2ccc(Cl)nc2n1)c1ncc(F)cn1,8.522878745280337,CHEMBL3116063,,399.8210000000001,3.257500000000001,2.0,9.0,0.4923663767464427
CC(Nc1nc(Nc2cn(C)cn2)c2cccnc2n1)c1ncc(F)cn1,7.481486060122112,CHEMBL3116061,,365.376,2.6041000000000007,2.0,9.0,0.5558003372759072
CC(Nc1nc(Nc2cn(C)cn2)c2cn[nH]c2n1)c1ncc(F)cn1,7.301029995663981,CHEMBL3116053,,354.35300000000007,1.9321999999999997,3.0,9.0,0.4968439110528749
CC(Nc1nc2cc[nH]c(=O)c2c2cc(F)ccc12)C(C)(C)C,7.585026652029182,CHEMBL1290309,,313.3760000000001,4.061900000000002,2.0,3.0,0.7014131854521042
CC(Nc1nc2cc[nH]c(=O)c2cc1-c1ccccn1)C(C)(C)C,6.200659450546418,CHEMBL1290196,,322.4120000000001,3.8316000000000026,2.0,4.0,0.7685592449122542
CC(Nc1nc2cc[nH]c(=O)c2cc1-c1nc(-c2ccccc2)no1)C(C)(C)C,4.939302159646388,CHEMBL1290197,,389.4590000000001,4.486600000000003,2.0,6.0,0.533846700276996
CC(Nc1nc2cc[nH]c(=O)c2cc1C(=O)NCCN(C)C)C(C)(C)C,5.078313524516398,CHEMBL1290308,,359.47400000000016,2.0609999999999995,3.0,5.0,0.7344632944224718
CC(O)(C(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccnc(F)c3)n2)CC1)C(F)F,7.42021640338319,CHEMBL3898144,,465.43600000000015,1.5071799999999995,3.0,8.0,0.5245838184035365
CC(O)c1cc(Cl)c(Nc2nc3ccncc3c3c(=O)[nH]ccc23)c(Cl)c1,8.571333751784366,CHEMBL3126346,,401.25300000000016,4.575000000000001,3.0,5.0,0.4375742400256736
CC(O)c1ccc(Nc2nn(C3(CC#N)CCN(C(=O)OC(C)(C)C)CC3)cc2C(N)=O)cc1,8.221848749616356,CHEMBL3960876,,468.5580000000003,3.4187800000000017,3.0,8.0,0.5884148934881777
CC(O)c1ccc(Nc2nn(C3(CC#N)CCN(C(=O)OC(C)(C)C)CC3)cc2C(N)=O)cn1,8.698970004336019,CHEMBL3968473,,469.5460000000003,2.8137800000000004,3.0,9.0,0.5820902785723816
CC(OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1)C(F)(F)F,7.552841968657781,CHEMBL3911136,,482.4380000000001,3.656880000000001,2.0,7.0,0.6055016372914183
CC(OC(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1)C1CC1,7.1487416512809245,CHEMBL3977586,,454.5060000000002,3.5045800000000025,2.0,7.0,0.6593146995665391
CC(OC(=O)N1CC[C@@H](C#N)[C@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C1)C(F)(F)F,6.8696662315049934,CHEMBL3893379,,468.4110000000001,3.338680000000001,2.0,7.0,0.6485187539742141
CC(OC(=O)N1CC[C@@H](C#N)[C@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C1)C1CC1,7.113509274827518,CHEMBL3903415,,440.4790000000002,3.186380000000001,2.0,7.0,0.7103820783727176
CC(OC(=O)N1CC[C@@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@H](C#N)C1)C(F)(F)F,6.412289034981089,CHEMBL4106535,,468.41100000000006,3.338680000000001,2.0,7.0,0.6485187539742141
CC(OC(=O)N1CC[C@@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@H](C#N)C1)C1CC1,6.329754146925876,CHEMBL4115107,,440.47900000000016,3.186380000000001,2.0,7.0,0.7103820783727176
CC(OC(=O)N1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@H](C#N)C1)C(F)(F)F,5.825068406471558,CHEMBL4112603,,468.41100000000006,3.338680000000001,2.0,7.0,0.6485187539742141
CC(OC(=O)N1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)[C@H](C#N)C1)C1CC1,5.825068406471558,CHEMBL4111187,,440.47900000000016,3.186380000000001,2.0,7.0,0.7103820783727176
CC(Oc1cc(-c2ccc(N3CCNCC3)cc2)cnc1N)c1cc(F)ccc1Cl,7.431798275933005,CHEMBL4453021,,426.9230000000001,4.672900000000003,2.0,5.0,0.6201788349708637
CC(Oc1cc(-c2ccc(N3CCNCC3)nc2)cnc1N)c1c(Cl)ccc(F)c1Cl,6.094743951251549,CHEMBL4580439,,462.3560000000001,4.721300000000003,2.0,6.0,0.5347817733538902
CC(Oc1cc(-c2ccc3nccn3c2)cnc1N)c1cc(F)ccc1Cl,7.292429823902063,CHEMBL4640249,,382.826,4.911000000000002,1.0,5.0,0.5442103286720706
CC(Oc1cc(-c2ccc3ncnn3c2)cnc1N)c1cc(F)ccc1Cl,7.1487416512809245,CHEMBL4638122,,383.8140000000001,4.306000000000002,1.0,6.0,0.567873602867194
CC(Oc1cc(-c2cccc(N3CCNCC3)c2)cnc1N)c1cc(F)ccc1Cl,7.568636235841013,CHEMBL4452772,,426.9230000000001,4.672900000000003,2.0,5.0,0.6201788349708637
CC(Oc1cc(-c2cccnc2)cnc1N)c1cc(F)ccc1Cl,7.045757490560675,CHEMBL4639308,,343.789,4.658300000000002,1.0,4.0,0.7481141385369265
CC(Oc1cc(-c2cn[nH]c2)cnc1N)c1cc(F)ccc1Cl,7.795880017344075,CHEMBL4550335,,332.7660000000001,3.9864000000000015,2.0,4.0,0.757071336536093
CC(Oc1cc(-c2cncc(N3CCNCC3)c2)cnc1N)c1c(Cl)ccc(F)c1Cl,6.924453038607469,CHEMBL4447470,,462.3560000000001,4.721300000000003,2.0,6.0,0.5347817733538902
CC(Oc1cc(-c2cncnc2)cnc1N)c1cc(F)ccc1Cl,6.247183568811728,CHEMBL4642719,,344.77700000000004,4.053300000000002,1.0,5.0,0.7723484727926285
CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)C1CCCCC1,5.468521082957745,CHEMBL4574929,,369.5130000000002,3.799400000000002,2.0,6.0,0.8380698959605479
CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1c(Cl)cccc1Cl,6.354577730650908,CHEMBL4544757,,432.3550000000001,4.898600000000004,2.0,6.0,0.5998979820561079
CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1cc(F)ccc1Cl,8.221848749616356,CHEMBL4541291,,415.9000000000001,4.384300000000002,2.0,6.0,0.6459675485426323
CC(Oc1cc(-c2cnn(C3CCNCC3)c2)cnc1N)c1ccccc1,6.667561540084395,CHEMBL4537534,,363.465,3.591800000000001,2.0,6.0,0.7242054728933476
CC(Oc1cc(-c2cnn(C3CCOC3)c2)cnc1N)c1cc(F)ccc1Cl,7.568636235841013,CHEMBL4638727,,402.8570000000001,4.421200000000003,1.0,6.0,0.6832161180227427
CC(Oc1cc(-c2cnn(C3CCOCC3)c2)cnc1N)c1cc(F)ccc1Cl,8.096910013008056,CHEMBL4644279,,416.884,4.811300000000004,1.0,6.0,0.6454415372102859
CC(Oc1cc(-c2cnn(C3COC3)c2)cnc1N)c1cc(F)ccc1Cl,7.602059991327962,CHEMBL4633005,,388.83,4.031100000000002,1.0,6.0,0.713734281674358
CC(Oc1cc(-c2cnn3ccccc23)cnc1N)c1cc(F)ccc1Cl,7.214670164989233,CHEMBL4635255,,382.826,4.911000000000002,1.0,5.0,0.5442103286720706
CC(Oc1cc(-c2cnn3cccnc23)cnc1N)c1cc(F)ccc1Cl,6.838631997765025,CHEMBL4638672,,383.8140000000001,4.306000000000002,1.0,6.0,0.567873602867194
CC(c1ccccc1)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CC1,6.978810700930062,CHEMBL3974409,,446.53000000000014,4.330680000000003,2.0,6.0,0.562670059881457
CC(c1ccccc1)N1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,7.207608310501746,CHEMBL3938277,,346.4380000000001,3.5462000000000016,1.0,5.0,0.6161743010148882
CC1(C(=O)N2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccnc(F)c4)n3)CC2)CCC1,6.939302159646388,CHEMBL3980147,,439.4950000000002,2.68128,2.0,7.0,0.6657547909825805
CC1(C)C(=O)N([C@H]2CCc3c(O)cccc32)c2nc(Nc3ccccc3)ncc21,5.930701987884471,CHEMBL3884319,,386.455,4.2375000000000025,2.0,5.0,0.7040072502917633
CC1(C)C2CCCC1(C)[C@@H]2Nc1nc2cc[nH]c(=O)c2c2cc(F)ccc12,6.698970004336019,CHEMBL1290768,,365.45200000000017,4.842100000000004,2.0,3.0,0.6388905349612298
CC1(C)CC(CN2CCC(CC#N)(n3cc(C(N)=O)c(Nc4ccnc(F)c4)n3)CC2)CCO1,6.913640169325252,CHEMBL3965488,,469.5650000000003,3.1696800000000014,2.0,8.0,0.5973276651918403
CC1(C)CC(n2c(=O)[nH]c3cnc(-c4cnc5ccc(F)cn45)nc32)CCO1,8.318758762624412,CHEMBL4574559,,382.39900000000017,2.703500000000001,1.0,7.0,0.575686821356164
CC1(C)CC1NC[C@H]1CC[C@H](c2nnn3cnc4[nH]ccc4c23)CC1,7.4089353929735005,CHEMBL3962117,,338.4590000000001,3.267500000000002,2.0,5.0,0.7657998258836463
CC1(C)CCCCC1n1c(=O)[nH]c2cnc3[nH]ccc3c21.O=C(O)C(=O)O,7.070581074285707,CHEMBL3593583,,374.39700000000016,2.5028,4.0,5.0,0.4822953924180045
CC1(C)CCC[C@@H]1Nc1c(C(N)=O)cnn2cccc12,6.886056647693163,CHEMBL3359910,,272.35200000000003,2.423800000000001,2.0,4.0,0.9009338254037808
CC1(C)CCC[C@H]1Nc1c(C(N)=O)cnn2cccc12,7.795880017344075,CHEMBL3359908,,272.35200000000003,2.423800000000001,2.0,4.0,0.9009338254037808
CC1(C)CCN1[C@@H]1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)[C@@H](C#N)C1,6.366531544420414,CHEMBL3647770,,460.5040000000001,4.462080000000003,2.0,6.0,0.6862158510942417
CC1(C)CCN1[C@H]1CC[C@H](n2cc(C(N)=O)c(Nc3ccc(C(F)(F)F)cc3)n2)[C@@H](C#N)C1,7.468521082957745,CHEMBL3647769,,460.5040000000001,4.462080000000003,2.0,6.0,0.6862158510942417
CC1(C)CC[C@@H](C#N)[C@@H](n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,6.7544873321858505,CHEMBL3699491,,337.427,3.616580000000001,2.0,5.0,0.8902056101902532
CC1(C)CC[C@H](C#N)[C@@H](n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,7.301029995663981,CHEMBL3647930,,337.427,3.616580000000001,2.0,5.0,0.8902056101902532
CC1(C)CC[C@H](c2cc(F)ccc2F)N1c1ccn2ncc(C(=O)NC3CC3)c2n1,6.0,CHEMBL3639748,,411.4560000000002,4.019800000000003,1.0,5.0,0.7044814412381026
CC1(C)CC[C@H](c2cc(F)ccc2F)N1c1ccn2ncc(C(N)=O)c2n1,6.0,CHEMBL3675943,,371.3910000000001,3.2265000000000006,1.0,5.0,0.7669070393868873
CC1(C)CN(C(=O)c2ccc(-c3cccc4nc(NC(=O)C5CC5)nn34)cc2)C1,6.96738123914928,CHEMBL3301606,SOLCITINIB,389.4590000000002,3.2268000000000017,1.0,5.0,0.7429825855924342
CC1(C)CN(C[C@H]2CC[C@H](c3nnn4cnc5[nH]ccc5c34)CC2)C1,6.6777807052660805,CHEMBL3970198,,338.45900000000023,3.2212000000000014,1.0,5.0,0.7963502454651545
CC1(C)CN([C@@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc(C(F)(F)F)cc4)n3)[C@@H](C#N)C2)C1,6.54515513999149,CHEMBL3647776,,460.5040000000001,4.319580000000003,2.0,6.0,0.6923178879063191
CC1(C)CN([C@@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc([C@@H](O)C(F)(F)F)cc4)n3)[C@@H](C#N)C2)C1,7.619788758288394,CHEMBL3703053,,490.53000000000014,3.896480000000002,3.0,7.0,0.5650424223009843
CC1(C)CN([C@@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc([C@H](O)C(F)(F)F)cc4)n3)[C@@H](C#N)C2)C1,7.958607314841775,CHEMBL3703023,,490.53000000000014,3.896480000000002,3.0,7.0,0.5650424223009843
CC1(C)CN([C@@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccnc(F)c4)n3)[C@@H](C#N)C2)C1,6.85078088734462,CHEMBL3647719,,411.4850000000001,2.834880000000001,2.0,7.0,0.7317438480171369
CC1(C)CN([C@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc(C(F)(F)F)cc4)n3)[C@@H](C#N)C2)C1,7.4089353929735005,CHEMBL3647775,,460.5040000000001,4.319580000000003,2.0,6.0,0.6923178879063191
CC1(C)CN([C@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)[C@@H](C#N)C2)C1,7.67778070526608,CHEMBL3647721,,426.95200000000017,3.954180000000002,2.0,6.0,0.7533095139460647
CC1(C)CN([C@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc([C@@H](O)C(F)(F)F)cc4)n3)[C@@H](C#N)C2)C1,8.397940008672037,CHEMBL3703037,,490.53000000000014,3.896480000000002,3.0,7.0,0.5650424223009843
CC1(C)CN([C@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccc([C@H](O)C(F)(F)F)cc4)n3)[C@@H](C#N)C2)C1,8.301029995663981,CHEMBL3703064,,490.53000000000014,3.896480000000002,3.0,7.0,0.5650424223009843
CC1(C)CN([C@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccccc4)n3)[C@@H](C#N)C2)C1,7.397940008672037,CHEMBL3647716,,392.5070000000001,3.3007800000000023,2.0,6.0,0.8131146072617058
CC1(C)CN([C@H]2CC[C@H](n3cc(C(N)=O)c(Nc4ccnc(F)c4)n3)[C@@H](C#N)C2)C1,7.301029995663981,CHEMBL3703099,,411.4850000000001,2.834880000000001,2.0,7.0,0.7317438480171369
CC1(C)C[C@@](C)(O)C[C@H]1Nc1c(C(N)=O)cnn2cccc12,6.455931955649724,CHEMBL3359916,,302.378,1.7846999999999995,3.0,5.0,0.8055546080505414
CC1(C)C[C@](C)(O)C[C@H]1Nc1c(C(N)=O)cnn2cccc12,7.214670164989233,CHEMBL3359917,,302.378,1.7846999999999995,3.0,5.0,0.8055546080505414
CC1(C)C[N+](C)(C2CC[C@H](n3cc(C(N)=O)c(Nc4ccc(Cl)cc4)n3)[C@@H](C#N)C2)C1,7.468521082957745,CHEMBL4112271,,441.98700000000014,4.098780000000002,2.0,5.0,0.6823376179344909
CC1(C)OCC(=O)Nc2cc(Nc3nc(NCC(F)(F)F)c4occc4n3)ccc21,6.627087997029894,CHEMBL4069365,,421.3790000000001,4.144400000000002,3.0,7.0,0.5818981338058616
CC1(C)OCC(COc2cc(F)cc([C@H]3CCCN3c3ccn4ncc(C(=O)NC5CC5)c4n3)c2)O1,6.0,CHEMBL3676072,,495.5550000000002,3.6324000000000014,1.0,8.0,0.5353585031721894
CC1(C)OCC(COc2cc(F)cc([C@H]3CCCN3c3ccn4ncc(C(N)=O)c4n3)c2)O1,6.0,CHEMBL3676073,,455.4900000000002,2.8391,1.0,8.0,0.6094701285273036
CC1(C)OCC(COc2ccc(F)cc2[C@H]2CCCN2c2ccn3ncc(C(=O)NC4CC4)c3n2)O1,6.0,CHEMBL3676070,,495.5550000000003,3.6324000000000014,1.0,8.0,0.5353585031721894
CC1(C)OCC(COc2ccc(F)cc2[C@H]2CCCN2c2ccn3ncc(C(N)=O)c3n2)O1,6.0,CHEMBL3676071,,455.4900000000002,2.8391,1.0,8.0,0.6094701285273036
CC1(C)[C@@H](N)CC[C@H]1Nc1c(C(N)=O)cnn2cccc12,6.886056647693163,CHEMBL3359919,,287.367,1.361,3.0,5.0,0.7934654702602171
CC1(C)[C@@H](O)CC[C@H]1Nc1c(C(N)=O)cnn2cccc12,6.886056647693163,CHEMBL3359912,,288.351,1.3945999999999994,3.0,5.0,0.7955309375936435
CC1(C)[C@H](N)CC[C@H]1Nc1c(C(N)=O)cnn2cccc12,6.769551078621726,CHEMBL3359918,,287.367,1.361,3.0,5.0,0.7934654702602171
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4cc[nH]n4)cc23)CC[C@]1(C)N,7.67778070526608,CHEMBL4060984,,367.45700000000016,2.1412,4.0,6.0,0.5617015202992364
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccc(C#N)cc4)cc23)CC[C@]1(C)N,8.136677139879543,CHEMBL4091582,,402.5020000000002,3.2897800000000013,3.0,6.0,0.6179443493981654
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccc(C#N)nc4)cc23)CC[C@]1(C)N,7.5376020021010435,CHEMBL4096795,,403.4900000000002,2.68478,3.0,7.0,0.6127660480471607
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccc(Cl)cc4)cc23)CC[C@]1(C)N,7.823908740944319,CHEMBL4062062,,411.9370000000002,4.071500000000003,3.0,5.0,0.6021068226167607
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccc(F)cc4)cc23)CC[C@]1(C)N,7.568636235841013,CHEMBL4077508,,395.4820000000002,3.5572000000000017,3.0,5.0,0.6289995550846813
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccc(F)nc4)cc23)CC[C@]1(C)N,7.721246399047171,CHEMBL4098840,,396.4700000000002,2.9522000000000004,3.0,6.0,0.5872527011376425
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4cccc(C#N)c4)cc23)CC[C@]1(C)N,7.327902142064283,CHEMBL4070687,,402.5020000000002,3.2897800000000013,3.0,6.0,0.6179443493981654
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4cccc(Cl)c4)cc23)CC[C@]1(C)N,7.769551078621726,CHEMBL4076823,,411.9370000000002,4.071500000000003,3.0,5.0,0.6021068226167607
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4cccc(F)c4)cc23)CC[C@]1(C)N,7.657577319177793,CHEMBL4071806,,395.4820000000002,3.5572000000000017,3.0,5.0,0.6289995550846813
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccccc4)cc23)CC[C@]1(C)N,8.045757490560675,CHEMBL4096145,,377.4920000000002,3.4181000000000017,3.0,5.0,0.6486698439657673
CC1(C)[C@H](Nc2c(C(N)=O)cnn3cc(-c4ccccc4C#N)cc23)CC[C@]1(C)N,7.602059991327962,CHEMBL4083798,,402.5020000000002,3.2897800000000013,3.0,6.0,0.6179443493981654
